id	title	text	genre	age	value
51	Icarus and Daedalus	"Once upon a time, a long time ago, there lived a talented artist. His name was Daedalus. He used his art to make buildings and temples. He was probably the finest architect of his time.
King Minos invited Daedalus to the lovely island of Crete. The king wanted Daedalus to build a maze, a Labyrinth, as a home for the king's beloved pet, the Minotaur. 
Daedalus brought his young son Icarus with him. He was sure the child would enjoy swimming and playing with the other children on the island. Both Daedalus and Icarus were happy they had come. King Minos was happy with his maze. It was peaceful and pleasant on the island. Daedalus was in no hurry to leave.
One day, a group of Greek children sailed to the island. The next day, they sailed safely away, taking with them the king's lovely daughter, and leaving behind them one dead Minotaur.
King Minos was beside himself with grief. He did not believe anyone could have entered the maze and escape alive without help from someone, most probably help from the man who had designed the maze in the first place. King Minos punished the innocent Daedalus by keeping Daedalus and his young son Icarus prisoners on the island of Crete.
Daedalus tried to think of ways to escape. One day, Daedalus noticed birds flying overhead. It gave him an idea. Wings. He needed wings. Daedalus began to gather all the bird feathers he could find. He glued them together with wax. When two pairs of wings were ready, he warned his young son not to fly too close to the sun or the wax would melt.
Daedalus fastened the wings to their arms. They flapped their wings and took to the sky. They left the island of Crete far behind them. Water sparkled beneath them as far as they could see. The sky was blue. The breeze was brisk, more than enough to keep them in the air. It was glorious!
Icarus flew higher and higher. He flew so high that before he knew what was happening, the sun had begun to melt the wax on his wings. Icarus felt himself falling. He flapped his arms faster and faster. But it was no use. Poor Icarus plunged into the water and drowned."	myth		"hubris, naivety"
52	The Gift of Fire	"From the very first, humans had trouble with the gods. Most gods thought of humans as toys. But some gods found themselves interested in humans. Some gods even made friends with the humans. One of those gods was named Prometheus.
The first people created by the gods lived happily together. They thought the gods were wonderful. But their children were not as grateful or as content. The children argued among themselves, and sometimes even argued with the gods.
Zeus was very disappointed at mankind. He decided he was not going to give mankind a most important tool - fire! Without fire, humans were not going to last very long.
Prometheus felt sorry for his human friends. Fire was important for many things - like heat and cooking, and hundreds of others. Prometheus stole a lightning bolt from Zeus and gave it to mankind. That's when man discovered fire.
Zeus was furious. He ordered Prometheus chained to a rock as punishment for stealing his lightning bolt, and for going behind his back to help the humans. To make Prometheus even more miserable, Zeus sent storms to beat angry waves against Prometheus, helplessly chained to his rock. Zeus made the sun shine really brightly now and then to burn his skin. Zeus even sent an eagle to nibble at poor Prometheus' body. It was quite a punishment for a god who had only tried to help mankind. But he had defied Zeus, and that was what made Zeus so angry.
It was Hercules who finally released the helpless god from his chains. By the time Hercules saved him, nearly a thousand years had passed. That's probably not a lot of time if you happen to be immortal. But humans had changed a great deal over 1000 years. By then, Zeus found humans quite entertaining. Zeus no longer cared if anyone rescued Prometheus or not."	myth		"sharing, kindness, naivety"
53	Pandora's Box	"Once up a time, a long time ago, there were two brothers named Epimetheus and Prometheus. They were good gods. They had good hearts. They were good friends.
One day, Prometheus got in trouble with Zeus. Angry over something or other, Zeus had declared that man did not deserve fire. Because he had a kind heart, and he knew how much man needed fire for food and warmth, Prometheus gave man the secret of fire even though Zeus had told all the gods not to do that. Zeus was furious that his order had been ignored. As punishment, Zeus chained Prometheus to a rock for many years.
But that was not enough punishment, not for Zeus. Once Prometheus was chained to a rock, Zeus went after Prometheus' brother, the gentle, kind-hearted Epimetheus. Zeus did not chain Epimetheus to a rock. Zeus had a sneakier punishment in mind.
First, Zeus ordered the gods' handyman, the maker of things - Hephaestus - to make Zeus a daughter. Hephaestus made a woman out of clay, a beautiful woman. He brought her to life, and then brought her to Zeus. Zeus named his lovely new daughter Pandora.
Zeus knew that Epimetheus was lonely. Zeus told Epimetheus that his brother, Hephaestus, had to be punished and that's why he was chained to a rock, but he felt sorry that this punishment left Epimetheus without the company of his brother. That's why Zeus had decided to give Pandora in marriage to Epimetheus. It was not the truth of course, but then nearly everyone in the ancient Greek world knew better than to believe the mighty Zeus. 
Epimetheus was kind-hearted and gentle and thoughtful, but he was no fool. He knew Zeus was up to something. But he loved Pandora at first sight.
Zeus gave the newlyweds a gift. Some say it was a jar. Some say it was a box. Whatever it was, it was locked. It came with a note. The note said: ""DO NOT OPEN."" Attached to the note was a key. It was all very curious.
You can guess what happened next. It was Pandora whose curiosity got the better of her. One day, she used the key to open the box. As she raised the lid, out flew all the bad things in the world today - envy, sickness, hate, disease. Pandora slammed the lid closed, but it was too late.
Epimetheus heard her weeping. He came running. Pandora opened the lid to show him it was empty. Quickly, before she could slam the lid shut, one tiny bug flew out. He gave Pandora a big buggy smile in thanks for his freedom and flew away. That tiny bug was named Hope. And Hope made all the difference in the world."	myth		"love, beauty, naivety, deception"
54	Zeus and the Great Flood	"Pandora's box had caused quite a few problems. Zeus was horrified at what had happened. After the box was opened, Zeus looked down on earth from Mount Olympus. He saw fights and riots and wars and murders. Even though it was Zeus himself who had loaded Pandora's box with all kinds of terrible things, Zeus was determined to punish mankind for the terrible behavior he saw.
He decided man had to go. Man was a mistake. Zeus ordered the waters to rise and flood the earth. Everyone drowned except two people. One was King Deucalion, who was considered the most honest man on earth. The other was the king's wife, Pyrrha.
Some say the god Prometheus warned King Deucalion that a flood was coming. This was the same Prometheus who had given mankind the gift of fire. Not only did Prometheus have a kind heart, but King Deucalion was Prometheus' son. He knew how much his son loved his mortal wife.
Prometheus told his son to build a sturdy boat and stock it well. His son knew that Prometheus could see into the future. Prometheus told his son that when the waters receded, he must throw the bones of the Great Mother over his shoulder and to have his son's wife do the same.
King Deucalion loved his father. He trusted his father. He did not always understand all of his father's instructions, but he certainly could build a sturdy boat.
Just as his father predicted, the flood came. King Deucalion and Pyrrha sailed away on their boat for 9 days and 9 nights. When the waters receded, the boat settled down on the tallest peak in Greece, at the very tip top of Mount Parnassus.
King Deucalion had listened carefully to his father's directions. They had not made much sense to him, but he had listened. The king mumbled to himself, ""The earth is the Great Mother. Since the earth is the Great Mother of humans, her bones must be ...... stones!""
King Deucalion picked up some stones and threw them over his shoulder. Magically, the stones became men! Pyrrha did the same. Her stones became women. Many stones later, the human race had started again."	myth		"perserverance, cooperation, foresight"
55	"Aphrodite, Goddess of Love and Beauty"	"The ancient Greek goddess, Aphrodite, showed up one day, thousands of years ago, and began appearing in ancient Greek myths, the myths told by the ancient Greek storytellers. According to the stories that sprang up about her, she was as vain as she was beautiful, and she was very beautiful. Zeus was delighted to claim her as his daughter. It was Zeus' habit to give his children titles and jobs. He gave Aphrodite the title of Goddess of Love and Beauty, and the job of spreading love and beauty everywhere.
Aphrodite had a son, Eros (known as Cupid in Roman mythology) whom she loved dearly. She had a husband, the handyman to the gods, Hephaestus, whom she tolerated. She even got along with Hera, Queen of all the Greek gods, most of the time. She worked very hard at the job Zeus had given her as the goddess of love and beauty.
Aphrodite tried to be nice to everyone, usually, and tried to spread love and beauty everywhere she went. But unfortunately, her plans for people (and gods and goddesses) did not always work out the way she thought they would, which caused no end of trouble. As Aphrodite often insisted, the things that went wrong were not really her fault. Not really."	myth		"appearance, beauty, love"
56	The Trojan Horse	"Once upon a time, there was an ancient city on the coast of Turkey named Troy. It was located across the Aegean Sea from the Greek city-state of Sparta. When the king of Sparta heard that his wife, the beautiful Helen, had been kidnapped by a prince of Troy, he called on the other Greek city-states to help him get her back. His call was answered. A thousand Greek ships set sail for Troy.
The city of Troy was protected by a high wall built around the city. Some parts of the wall were 20 feet high! There were gates in the wall to let people in and out but it provided great defense for the people of Troy. It gave the Trojan warriors a relatively safe place to stand, while they rained arrows down on the people below, who were trying to break into the city.
At the time of this story, Greek warriors had been trying to breach the wall around Troy for about ten years. The Greeks could not find a way in, and the Trojans did not seem able to drive the Greeks away.
Things looked pretty hopeless until Odysseus, a famous ancient Greek general, thought of a trick. It was the custom back then to leave a peace offering behind to admit defeat. Odysseus suggested the Greeks build a huge, heavy, beautiful wooden horse, and leave it outside the gates of Troy. Then, the entire Greek army would pretend to leave, as if they were headed for home. But it was a trick. The horse would be hollow. Thirty men would be hiding inside. The very best Greek artists got busy carving the giant wooden horse, adding great detail, because everything in the Greek world had to be as beautiful as possible.
When it was done, the Greek warriors pretended to sail away, leaving the horse behind. The people of Troy rushed outside, cheering their victory! They dragged the heavy horse inside the city gates and put it on display, which is just what the Greek general thought they would do - gloat."	myth		cleverness
57	How It All Started	" Hercules had had a lot of fun solving the 12 Labors, but he wasn't paid for his work. Hercules thought and thought and came up with one of his very best ideas. He would open a detective agency - the Hercules Detective Agency - to help the Greek people fix their problems, especially problems the gods had thrust upon them. And he would charge a small fee of food or blankets or something else that he needed. That would solve everything! Hercules was very pleased with himself for thinking of such a brilliant solution.

The first thing he did was to create a rather large sign. He hung it on the outside wall of his hut. The sign said: The Hercules Detective Agency, Founded to Help the Greek People, No Problem Too Large or Too Small, Reasonable Fees, Proprietor Hercules, also known as Heracles, also known as Herc.

After admiring his sign for a considerable amount of time, Hercules began to realize that although his sign was very nice, he needed something bigger. Hercules knew he was famous. Just about everyone in ancient Greece knew he had solved the 12 Labors. But that was in the past. How to get the word out that he was open for business in the present? Once again, Hercules thought and thought, but this time no brilliant solution occurred to him. He was just about ready to give up for the night and go to sleep, hoping he might dream a solution, when there was a knock on the door of his hut.

""Herc! Open up! I need your help!"" shouted a harmless looking individual with tousled hair and very worried eyes.

That's how the Hercules Detective Agency found its first client, case file: The Misunderstood Minotaur"	historical		"sharing, cooperation"
58	The Misunderstood Minotaur	"""Herc! Open up! I need your help!"" shouted a harmless looking individual with tousled hair and very worried eyes.
""Prince Theseus!"" Hercules stared at the young man with amazement. ""What brings you to my door?""
""Hercules, I know you can solve anything. Look what you did to the Stymphalian Birds, and the Cretan Bull, and oh my - the Lernaean Hydra! Everyone in Greece knows how clever you are, and how courageous.""
Hercules had turned rather red with embarrassment. Just the same, he was beginning to think the young prince was a rather good fellow. He would be glad to help him. For a small fee, of course.
""I need you to kill the dreaded Cretean Minotaur!"" Theseus blurted. ""Before he can eat the children of Athens!""
""Your highness. Someone has been pulling your leg. There is no such monster as the Cretean Minotaur.""
""But Herc, there is! It's a horrible monster with the head of a bull and the body of a man. My father made a deal,"" Theseus sadly explained. ""My father never expected King Minos to keep his word, but he did. And now it's time to send the children of Athens to Crete, to be eaten by the dreaded Minotaur.""
Hercules knew the importance of keeping your word. He knew that a deal was a deal. He was also quite sure that it was wrong to send small children to be eaten by a monster.
The answer came to Hercules, just like that. He knew what had to be done. It was the only way. ""You have to rescue the Minotaur.""
""WHAT!"" shrieked Prince Theseus.
""Think about it, your highness. How would you like to spend your life in the middle of an impossible to escape maze, with no friends, and nothing to do? I bet that poor Minotaur has tried to get out before. He'll know a lot of ways that won't work.""
""But, Herc!""
 Hercules laughed. ""I don't expect you to rescue the Minotaur, your highness. I expect you to hire me to do it. I need the money and you need to save the children of Athens. I'll take the case!""
""Thank you, Hercules,"" the young king mumbled. ""I'm sure you'll think of a way,"" he added dismally.
""I already have,"" Hercules assured the young prince. ""Listen up. Here's what we're going to do."""	historical		"cooperation, confidence"
59	The Misunderstood Minotaur - Part 2	"It was easy to reach the center of the maze. Hercules simply followed the bellowing. There, surprisingly, he made a friend. The Minotaur was very excited to hear that Hercules was there to rescue him. They followed the string back to the prince and the children waiting nervously inside the door.
""The villagers are going to kill me,"" the Minotaur worried.
""Nah,"" Hercules grinned. ""We have an inside man, so to speak."" He turned to Theseus and the children. ""Everybody ready?"" There were nods all around. ""You know what to do?"" More nods, excited ones this time. ""Then Prince Theseus, knock on the door and get us out of here!""
The Minotaur hid out of sight, around the corner, as Theseus knocked on the door.
Princess Ariadne was waiting. She opened the door. It helped that Princess Ariadne was not paying attention. She did not like children much, and she was eager to leave the island forever. She had sent the guards away, as Hercules as sure she would. The children surrounded the Minotaur who had joined them. They tried to hide him entirely, but there was not much they could do about his horns. Those stuck up rather obviously, but the princess did not notice. Led by Princess Ariadne, followed by the prince, followed by Hercules, followed by the children of Athens and one terrified Minotaur, they ran to their ship. The children hid the Minotaur under some waiting blankets. Princess Ariadne did not even notice when the sixth Athenian boy, who had been left behind to guard the ship, joined them.
The rest of the tale, as released to the public, was nearly accurate. On the way home, they did stop for supplies on the tiny island of Naxos. Princess Ariadne did insist on coming ashore. Bored, the princess did fall asleep, snoring softly. Theseus did sail away, carrying with him one very happy Minotaur, one very proud Hercules, and some very noisy children. It was Hercules who suggested they leave the sleeping princess behind, so that the entire population of the tiny island of Naxos could admire her beauty. Theseus and all the children agreed. That's what they did. They sailed away and left the beautiful princess behind, sleeping.
After all, a deal is a deal.
As for Hercules, he was paid a royal sum for saving the children of Athens. To this day, until just now, nobody in Greece, except for Prince Theseus and the children and the Minotaur, of course, knew what Hercules had done.
As for the Minotaur, Hercules built a home for the misunderstood Minotaur behind his hut. They remained friends all their lives and shared many exciting adventures. As Hercules soon learned, it never hurts to have a Minotaur around when facing dangerous monsters."	historical		"cooperation, friendship, teamwork, happiness, cleverness, kindness"
60	Poseidon and Athena	"Off Hercules went to ask his aunt Hestia, goddess of hearth and home, to see if she knew anything about it.
Hestia laughed when Hercules asked her. ""Athena and Poseidon? Yes, they did have a competition. I love my brother, but he can be such an idiot!"" She laughed again. ""Both Athena and Poseidon spotted a little coastal village at the same time. They both wanted to claim this little coastal village. Poseidon decided the townspeople should choose which god they wanted, Athena or himself. Of course he assumed it would be himself.""
""Oh my,"" Hercules shook his head.
""Exactly. The people did not want to choose. Your sister Athena, the goddess of wisdom, daughter of Zeus, understood their worry. To solve things, she offered Poseidon a competition. Both gods would give the town a gift. The townspeople could decide which gift was the more useful. Whichever gift they picked, that god won. Poseidon took the deal. He slapped that specter of his against the against the side of the mountain. A stream appeared. The people were excited. A source of fresh water is so important!""
""That was clever,"" admired Hercules.
""He can be clever,"" Hestia agreed. ""He can also be an idiot. When the townspeople tried to drink the water, they discovered it was not fresh water. It was salt water! Before Poseidon could produce something better, Athena waved her arm and an olive tree appeared. The people nibbled at the olives. They were delicious! But theirs was a coastal village. The people could not risk angering the moody Lord of the Sea. As it turned out, they did not have to choose. Poseidon chose for them. Poseidon proclaimed his niece the winner, and graciously gave her the village. The townspeople were so grateful that they named their village after her, which is how the city-state of Athens got its name.""
""Athens! That must have been a long time ago,"" Hercules said, sounding disappointed. ""And she only gave them one olive tree.""
""One was enough. She didn't need any more. She was competing against a spring of salt water,"" Hestia laughed.
 Hercules slumped. ""It's a great story, Aunt Hestia. But it's not what I'm looking for.""
""What are you looking for?"""	historical		"cleverness, sharing, kindness"
61	The Missing Olive Tree	"A farmer knocked on Hercules' door. ""Someone has stolen my olive trees!""
""An interesting case at last,"" thought Hercules. He sent the farmer home with a promise that he would investigate it. And investigate it he did. 
Off Hercules went to ask his aunt Hestia, goddess of hearth and home, to see if she knew anything about it.
Hestia laughed when Hercules asked her. She said, ""What are you looking for?""
""I'm looking for a whole grove of olive trees that were stolen from a farmer recently.""
""A whole grove? Well, Athena and Dionysus had a competition a few days ago. There's a new little town up north that caught their eye at the same time. Athena challenged Dionysus to a competition, just as did with her uncle Poseidon. I thought for sure Dionysus would win. He gave the town a field of grape vines. But Athena gave the town a grove of olive trees. The townspeople chose Athena. Your sister told me Dionysus left in a huff and took his vines with him.""
""Thank you, Aunt Hestia! I knew you'd know. You keep such a close, caring eye on the women of Greece and what they need and what their kitchens need. No wonder they love you.""
Hestia handed Hercules a fresh from the oven apple pie. ""I'm glad I could help,"" she reached up and kissed his cheek. ""Behave now.""
Hercules knew he could not take the olive grove away from a growing village. But he could give the farmer something else nearly as good.
His next stop was the home of Dionysus. Dionysus owned Hercules a couple of favors. To sweeten the deal, Hercules brought Hestia's pie with him to the door, willing to share, thinking it might help him talk Dionysus, the god of wine, into giving the farmer the grape vines Dionysus had made, but not used, to replace the farmer's missing olive trees.
""I'll do it,"" agreed Dionysus. ""It will cost you though - one whole apple pie. Provided Aunt Hestia made it and not you.""
The farmer was thrilled. He promised Hercules a barrel or two of delicious red wine, once the vines bore fruit.
Although Hercules did not get to eat his apple pie and had to wait to drink his barrels of wine, he did solve the case.
Hercules named it The Case of the Missing Olive Trees and filed it away with a growing stack of Case Files from the Hercules Detective Agency."	mystery		"sharing, cooperation, cleverness"
62	Loawnu the Wise Woman	"Once upon a time, a long time ago, in Xia times, there was a young, wise woman named Loawnu. She was very young to be the village wise woman. Still, the people in the village trusted her. If you had a problem, everyone knew you took it to Loawnu.

One day, the sky overhead darkened. The wind picked up and blew wildly. Several young children ran up the hill to Loawnu's home, dragging a basket behind them. The basket was overflowing with the remains of blue flowers that had been yanked by the wind from the earth.

""The sky has fallen,"" they screamed at Loawnu. ""The sky has fallen!""

The children knew this was a very bad time for this to happen. Theirs was the village selected by many others to host this year's Spring Festival. It was quite an honor. The village would be disgraced without a sky. The children were too young to find husbands and wives at the Festival. But their older sisters and brothers had been talking of nothing else.

Loawnu sent the children back down the hill to search for all the pieces of the sky. They tried their best, but the children were worried. The wind had blown everything everywhere. What if they had missed some pieces?

The next day, the children ran outside. With great relief, they looked up at a bright blue sky. That night, when they looked up at the sky, they could not believe their eyes. The sky had always been dark at night. Loawnu had patched the sky with bright, twinkling lights, just in time for the Spring Festival."	myth		"cooperation, cleverness"
63	Wang the Peddler	"Once upon a time, a simple man named Wang lived in a village in long ago early Han times. Only a narrow, rough path led to this village, so merchants, officials, and travelers rarely visited. To sell his charcoal, Wang knew he must become the traveler, and make the journey to the city.
Wang shouldered his long carrying pole. At each end, swung wide bamboo baskets stacked high with charcoal.
""What present would you like me to bring you,"" he asked his pretty young wife.
""A comb!"" she cried. ""A beautiful comb like those of the imperial court!"" The combs they used in the country at that time were made of wood. ""A comb like that!"" she cried, pointing to the crescent of the golden moon.
After a long trip, Wang arrived safely at the city gates. He sold his charcoal for a good price. Made bold by the string of cash he now carried, he looked around the city for his wife's present. The city was so very pretty, with banners of red and yellow and green and blue hung from shop fronts and balconies. It was very noisy with the racket of shop men and shouting buyers.
Wang rubbed his chin. What was it his wife had wanted? He had forgotten! Perhaps a pair of leather slippers? Or a warm fur coat? It was getting dark. The shops would soon be closed. Early in the morning, he had to return to the village. Suddenly, he noticed the moon. It was round, so very round. She wanted something round, he thought. He looked in shop after shop for something to make his young wife happy.
Suddenly, he spotted the perfect gift. He wrapped his purchase in a piece of cotton cloth and hurried off, with only one bow to the shopkeeper. Wang had bought a mirror. He did not even know what a mirror was. He only knew that it was round."	historical		"appearance, beauty"
64	The Story of the Shadow Puppets	"Once upon a time, a long time ago, there was woman in one of the many kingdoms that made up ancient China. She was a very special woman. She told the best stories! She was married to the emperor. She was, in fact, his favorite wife. The emperor loved her stories. He loved his wife. Sadly, one day, the emperor's wife became ill and died.
Everyone thought the emperor would soon find another favorite among his wives, but the emperor was very sad. He spent more and more time in his garden, and less and less time caring for the needs of his people.
Everyone in the kingdom was worried. They were afraid that another clan might hear that their emperor had become weak. That would never do. A warring clan might attack the city. Many could die. Something had to be done, and done soon.
One day, a priest passed some children playing with their dolls. The dolls made dancing shadows on the wall of the city. This gave the priest an idea. He knew the stories the emperor's wife used to tell. What if he could bring those stories to life?
The priest made a puppet out of bits of clay. He painted the puppet to look somewhat like the emperor's wife. When the puppet was finished, the priest slipped into the emperor's garden, carrying his puppet, a candle, and a curtain. He placed the curtain near the emperor's chair. He placed his candle, his puppet, and himself behind the curtain. He waited for the emperor to appear.
The emperor did not even notice the curtain at first. It was the dancing shadow that drew his eyes. As the priest moved the puppet behind the curtain, he told wonderful stories of the emperor's wife. The priest told a story she used to tell, one of the emperor's favorites.
The emperor was entranced. He knew the priest was there. He knew the puppet was there. But it seemed as if the shadow was telling the story, as if his wife was spending time with him.
The emperor was no longer sad. At the end of each busy day, the emperor went into his garden, eager to visit his shadow wife and hear her stories once again.
That is how shadow puppets first began."	myth		"happiness, love, cleverness"
65	The Warrior and the Well	"Once upon a time, a long time ago, a woman was watering her sheep. Her husband had reminded her to be sure and cover the well tightly when she was done as water was scarce.
But when she was done watering the sheep, she forgot to close the well. Soon, the well filled and the water poured out. It flowed and flowed and flooded the grassland at the bottom of the hill. The sheep bleated in fright.
The woman tried to stop the flow of water by covering the well. But the water was moving too rapidly. It tossed the cover into the air and poured even more forcefully out of the well.
Just then, a warrior came riding by.
""Can you help me?"" the woman cried. ""I cannot stop the water!""
The warrior shot an arrow into the tallest mountain, splitting it in two. One part fell onto the well and stopped the water from pouring out.
The woman turned to the warrior, eager to thank him and to offer him food to eat when suddenly something occurred to her. She blurted, ""But how will I get to the water again? It is under a mountain.""
The warrior only bowed and smiled and went on his way.
When the woman realized that she had not offered food or greeting, she hung her head in shame."	historical		"cooperation, greed"
66	Legend of the Christmas Stocking	"Once upon a time, a long time ago, a poor man was worried his three daughters would never find husbands. He had no dowry to give them. Things are very different today, but a long time ago that was the was the custom, to give the husband something of value, a cow perhaps. The poor man had nothing to give. Some men in his village had offered to marry the girls even though they had no dowry. He knew what that meant. His girls would be looked down upon by some of the villagers. That simply was not how things were done.
The poor man slumped dismally outside his cottage. Christmas Eve and nothing to give his beloved daughters. No dowry, no good man to love. They were such kind girls, he mumbled.
Some say it was St. Nick who heard the man mumbling. Others say it was a complete stranger. Still others are sure it was the man who soon after married the eldest daughter.
All that is known is on Christmas Eve someone quietly entered the poor man's cottage, while everyone was asleep. He found the girls' stockings hanging by the fireplace to dry. A perfect place he thought to himself. He quietly filled the stockings with coins. Just as quietly, he went away.
The next morning, when the girls found their stockings filled with coins, they were so happy. All their problems had been solved by someone good and kind and generous.
Ever since, people have hung their stockings by the fireplace during the Christmas season in the hopes that they too might find a surprise tucked away inside on Christmas morning. Stranger things have happened, especially at Christmas, the season of giving."	myth		"sharing, happiness, kindness"
67	Marduk	"Marduk was not always the head god.  At one time, all the gods were equal.  But there was fighting amongst the gods.  One in particular, Tiamat was evil and hated the rest of the gods.  Now Tiamat was very powerful, and the other gods were afraid of her.
One of the other gods developed a plan.  Ea, the water god, knew that Marduk could defeat Tiamat. So, Ea went to Marduk and asked if he would be willing to fight Tiamat.
Marduk thought about it.  While he figured he could beat Tiamat, what if something went wrong?  What if she captured him or even killed him?  It had to be worth his efforts.  So Marduk came back to Ea with a deal.  He would fight Taimat if the rest of the gods would make him the head god forever.
Ea could not make that deal on his own.  He had to get the rest of the gods to agree, and he knew that some of them would oppose this idea, some because they were afraid of what would happen if Tiamat won and others because they didn't want another god to be able to boss them around.  But Ea was a very smart god.  He had a plan.
Ea called all the gods together in an assembly.  Ea provided the food, entertainment, and most of all the sweet, strong date wine so many of the gods loved.  After allowing the rest of the gods to feast and drink lots of date wine, Ea put the idea to them.  They agreed.  So, Ea went back to Marduk and let him know that if Marduk defeated Tiamat he would be the head god forever.
Marduk took a bow and arrows, his thunder club, his storm net, and his trademark - a lightning dagger - and set out to defeat Tiamat. The fighting that followed was stupendous.  The battle raged for days with Marduk killing monster and demon left and right.  Finally, he got close enough to Tiamat that he was able to throw his net over her.  Trapped, Tiamat turned to destroy Marduk with a magical killing scream.  Marduk was faster and shot an arrow down her throat killing her.  He then cut her body in half and put half of it in the heavens guarded by the twinkling lights we call stars and made sure that the moon was there to watch over her.  The rest he turned into the earth.
Now that Tiamat was dead, Marduk was the leader of all the gods."	myth		"cooperation, teamwork, strength, confidence, foresight"
68	The Myth of Romulus and Remus	"Rhea was a princess and a mortal woman who was married to Mars, the Roman god of war.  Rhea and Mars had twin sons and named them Romulus and Remus.  Some of the other gods were jealous of Mars and Rhea, and plotted to kill Romulus and Remus.  Rhea heard about the plot.  Since Mars was away she needed to protect the boys.  She put them in a basket and set it floating down the river hoping that they would be found.  They were found by a female wolf who decided to raise them as her own cubs.  After the boys had grown some the wolf knew she couldn't keep them so she put them where a shepherd would find them.  The shepherd and his wife continued to raise Romulus and Remus.
As the boys grew into manhood, they decided to build a city and rule it as its king.  They had a contest to see who would be the top king.  When it appeared that Remus was going to win the contest, Romulus got so angry that he killed Remus with a rock and became the first king of Rome.  This is an important story for Romans since their city was started by the son of a god it had to be more powerful than any other city."	myth		"perserverance, determination, strength"
69	The Red Slippers	"Once upon a time, a long time ago in ancient Egypt, there lived a lovely slave girl named Rhapdosis. The other slaves who lived in the grand house by the Nile rarely spoke to Rhapdosis. If the truth be told, the slave girls were jealous of her beauty. The slave boys thought she was proud and haughty.

Certainly Rhapdosis was beautiful. But she was not haughty. She was gentle and shy. The only thing she had left from her former life was a pair of beautiful red slippers. Rhapdosis treasured her slippers and kept them hidden from the other slaves. Sometimes, when no one was about, Rhapdosis took her slippers from their hiding place and held them up to the sun or the moon. It always made her feel better, holding her slippers, watching the stones sparkle in the light. They were not real stones. Rhapdosis knew that. But they were beautiful just the same.
As careful as she was to hide her slippers, other slaves girls knew she had slippers covered in jewels, but they could not find them. Rhapdosis had hidden them well.
One night, Rhapdosis quietly slipped away from the rooftop where the other slaves were sleeping. It was a beautiful night. Rhapdosis took her slippers from their hiding place. She held one slipper up to the moon, feeling better than she had all day. Suddenly an eagle came out of nowhere and snatched her red slipper. Stunned, Rhapdosis slid the shoe she had left back into its hiding place. 
Far away, in another city entirely, Pharaoh was sitting in his garden. An eagle flew into the garden. The eagle dropped a bright red slipper into Pharaoh's lap, and soared away.
Pharaoh and the Vizier stared at each other in surprise.
""The woman who owns this slipper must be very rich!"" the Vizier decided. ""I can ask the officials in each city to see if anyone has reported a missing red slipper of great quality, covered with jewels.""
Four days later, one of the Vizier's officials reported he had found the young owner of the ruby red slipper. She was a slave in a great house on the Nile, in the city of Memphis. 
The Vizier did not believe a slave would own such a beautiful slipper. He decided to visit Memphis and see this slave girl for himself. When the Vizier demanded Rhapdosis prove she was the owner, she pulled the matching ruby red slipper from its hiding place.
The Vizier sat thinking for a moment. ""I believe Horus, the son of Isis and Osiris, sent Pharaoh an eagle with a message. You, my child, are coming with me, back to the palace.""
All the way back to the palace, the Vizier smiled and nodded. ""How surprised he'll be. And happy. I have no doubt he will be happy!""
He was right. Pharaoh and the slave girl soon fell in love. They were married in the spring, and lived happily ever after."	fairy tale		"appearance, beauty, happiness, love"
70	Osiris and Iris	"Once upon a time, a long time ago when the earth was new and everything was just beginning, the earth was covered with water. An egg floated on the water, just one egg. When that egg hatched, Ra was born. Ra did not want to spend his time floating around, doing nothing, so he flew into the sky and became the sun.
Ra dried up much of the water and made the land. Ra was lonely, so he made a wife. He named her Nut. Ra made many gods and goddesses to keep him company. He put them all to work. His children were very busy running the world. Still, they took time out to have children, because children were glorious things to have! Soon, there were many gods and goddesses. Ra was the father or the grandfather or the great-grandfather of them all!
All children are glorious, but to Ra, one child was especially important. That child was his grandson, Osiris. Osiris had a brother named Set. Ra thought Set was okay, I suppose, but his favorite by far was Osiris. To show Osiris how much he was loved, Ra made Osiris the first Pharaoh of Egypt. Osiris married Isis, his one true love, and they settled down quite happily with their son, Horus."	myth		"happiness, love"
